A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
3.581333259012146,3.3614382577534374,1.9062671516339291,2.9795749374279357,2.466752648368588,2.689186140744255,3.1069308057502583,2.0080655456663234,3.1031984008965323,4.537058181324439,2.965600179344253,3.165036054570097,3.308268411300669,4.056379109241456,3.190084094646648
3.774074179223725,1.7315044302908065,2.699570477245957,3.4592260688774097,3.1854257887283097,3.30431614014557,3.0227903968242877,2.3423370067356135,2.361403601389196,4.119483673945437,3.093807497046495,3.6570060998612695,1.9867578501358865,3.2698251649946597,2.5624974211112974
2.870736447073972,3.3982463909264324,2.2050365069165685,3.5430792047972623,3.7102126844432646,4.324779857528693,2.2630539119477064,2.3085810165992893,2.1079368943405195,2.968236613436455,2.9123947005233557,2.246505986203238,3.444101640836595,4.428454466565999,3.587671475592064
2.684487844958769,3.463139433879676,2.24914450124419,2.854243310131707,1.9047734230392823,1.7384384715382144,3.509847051218295,3.515319730677053,2.676088944947411,3.2146912835114323,4.301697871566558,2.3781939477309173,3.2307893111202186,3.8201047871452207,3.405700156595801
3.070929896387987,2.629677537838863,2.6662155944887305,1.2676181265563062,2.0421687348614332,2.2093469953736324,3.326018421493418,3.115275372068555,4.344756643014407,2.6273907565842274,4.126773490516367,4.197794598850593,3.2729910789708434,2.318912348196747,3.600212073940762
3.3467422856765947,2.2710995046931957,2.9222517907688896,2.827857383949593,3.86371583514625,2.813663031249633,3.1931391470788983,3.184592498776181,2.502856627983419,2.966808326129565,3.6193425333339206,3.027823513993006,4.0384917967771194,2.5221992434116944,3.091238927032361
1.9649481532533275,3.1488860032456802,2.6603368781359578,2.908148237796393,2.963704962050454,2.4674247910874754,3.2798896178253454,2.975646474407837,3.0216030945541346,3.0307111014486163,3.5232706664996583,3.653267796656321,3.831648493338985,1.8932912348778117,2.751358146386736
3.815750098160752,2.184466595864637,3.285949285102439,3.4195511541540253,2.6663767102078233,3.223507570923143,3.3931147145768064,2.5196110296679866,2.336760750066011,3.1295037991524057,4.0594248402802116,1.5595071334582897,2.9473781218853494,4.062988216126627,3.5498806559166334
4.216998374405987,2.0723677736388266,2.8381170901083945,3.814242495605566,4.2952757285925,2.7987382920331814,3.159459499671831,3.36139791341675,2.2358701119998745,2.019778362149203,2.348337936737247,3.304071683525851,2.44015088076416,1.8838889513792725,3.2390144792148896
2.566964756062928,3.068068667750992,3.8007020808791365,3.3081520396813664,2.945097408889391,2.9188389723957466,4.150678146520045,3.6431275426315057,2.5807487020027025,4.646552541601626,2.1631842267339065,2.9027823134423683,2.9183587780951568,3.0084048730613637,2.4978193979105887
3.7743035167403476,4.171721525942343,3.8537762590844395,2.768280448280984,3.1774390332410474,2.04429457236318,2.385926399211303,3.336414611582008,2.161845490089516,1.9419427168648167,3.8396902685467382,3.4256799067310975,3.1211362922731802,3.6041513280543294,4.833570169580838
2.541941783340979,3.032006507489211,2.657559150378119,3.3782293642323005,3.403655162735144,4.2395395454149964,3.4398624859421845,3.3437112274233414,3.644922240423769,2.953726459619618,1.9690199115799731,4.020629545137402,3.7379802828733757,2.4266592900028883,3.259011424007283
2.8207765482298246,4.6374954905462635,3.9499496451112734,3.109383751990443,2.3867807788182804,2.072423313285224,2.3962066045288264,2.60473343304631,2.5450293895558747,2.524525367736945,3.8474824746195075,3.953012134172863,3.583163008346901,3.3983492760625906,4.343520831609611
2.452571018635118,2.757983361500772,2.9173322157969483,2.6892114045333315,3.2686471570812428,1.7880835684111647,3.7736815054740043,2.6124477067456997,2.4765295394082387,2.8756073000492415,4.375584353470668,2.004460826871658,3.0125933615957154,2.4653038888528487,2.782061301742662
3.1257174359723257,2.1120218350461593,3.0855123039559444,2.0891677612463933,2.2594058406125113,2.276375614944299,3.0852401987746982,3.0048899089967733,2.1608459474596944,3.941263027623268,2.7472943546261077,2.6226119355136204,3.050393131045626,3.0525702763739937,1.5301313524495854
1.8940887427871465,3.8425579965727126,3.6063425917345864,3.195984291362949,1.7084400124333121,3.4411207491489497,2.9411722205661124,1.6515631051143713,2.136999364939638,2.5039206583785965,3.9981189575773275,3.8737228354475537,3.29738098168807,2.997491786759322,2.4182033884836023
3.470903341652434,2.902292840914748,3.178104917104443,4.069248849035175,2.9461953048889424,2.4620620030928433,1.8221479587103804,2.8553957726240866,3.4803352525109488,3.217242586187487,3.3578528933037117,2.3830766755413872,4.201168319872462,3.5742885431610594,3.2501116759736037
3.412447288172862,2.303964242835531,3.388161460966683,3.5317322195061944,2.9090784656043964,2.7995595092703347,2.660541399832948,3.3889289725827396,3.5212983557560023,2.71442138897047,3.021239880623438,3.275201476937909,4.5906970194163,2.6372044038638887,3.4696594710161484
2.7042872234691,2.3288305658106565,3.050691115773336,3.1718650394551187,2.4216524240577426,3.5474568775249917,2.2433503653854645,1.930512631098503,1.7565962087225464,1.9784712752553597,3.434766265197329,3.173460390845329,2.716165827677469,2.8449307916782782,2.6606254086921157
2.3563577789895254,3.016781076957346,2.371729541370589,2.3414107196814555,2.252446909498132,3.9035419945462575,3.4394268040309974,2.256478657111731,1.01133238350361,4.535483817182746,2.0918557849253587,3.2093773403870105,1.8447585294493782,3.1596764270540705,3.7012709949331235
3.2091105751209166,2.7136347429490777,1.6445939931958131,2.498865286852153,2.510744953386058,2.7910530022188396,2.9735507236438603,2.3848889702148157,2.496671489112728,4.205438870840394,3.6771494313037767,3.694079130075292,3.624667280379653,3.8217998512292817,2.6469563085649828
3.5638605809340547,2.7280863531834436,2.512142662211629,3.431933523979091,2.3531829517980323,3.8196106556486247,2.8139872609952525,1.5909457906585014,2.9105305765267486,3.3288564940813785,2.8534283199268713,3.6840834479668443,3.1005705051011465,2.741726927117774,2.614720683062724
3.486149970705389,3.3866976634371806,3.8651251360479186,1.866067681574413,2.8836908118166438,3.2620084081994314,2.9701714907899053,1.785179623648514,2.379621252704244,2.209124728297997,4.406106464731401,2.9152141873305055,4.686575312780556,3.179622493929786,3.2135277271499127
2.3504869637321173,2.239058807646835,3.395323239136095,3.215988694096686,3.577078817811982,3.063948335427327,2.844169785512558,2.7964026689649044,3.3167016575610258,2.494812985767431,1.5211527594762595,2.639969133947109,3.4010593356636423,1.6894639159115228,2.8762871814102304
3.3236452508014764,3.328451334096506,3.3587785279486875,3.392024462675895,1.8380804013643992,3.0204252506654825,2.4679325749357526,3.6062489631654393,3.6624285598941215,1.9041189790879076,2.441799496299632,2.727608744824981,3.1332365388383727,3.686581549496691,3.249924638604053
3.1221866307504746,2.812330392333941,1.7078202548990598,2.050543949401034,3.991624560322869,3.555680874678537,3.0184806174717855,3.1070917516289325,3.2868163694091486,3.1506691820627544,1.614456019183949,4.019915608036897,3.650498420422963,2.8243374649372597,2.527348723601982
4.130726937039689,3.670610474703608,3.8997524154213137,2.5574352188286005,2.840773713610368,3.0064182872483043,3.441598012789453,3.177512020876279,2.743315696489553,3.023889821734623,3.217608469591785,2.588405098993309,2.6400496682937575,2.957706262866262,2.4018548034458647
3.659497749177495,2.5229413104313334,2.9334971422663316,3.5612111225378333,4.041268568708526,2.134581992750683,2.3555698080427465,2.7652645819464734,2.230887322296389,3.653859258002462,3.183275430015537,2.139715086753677,1.9339094916777126,2.1685560938488515,1.892003616544509
2.53420119535784,2.4388225813408044,1.5642160686637174,2.3720665194957187,2.865641272272643,2.4291310013673866,3.9204631883253453,3.73331316083298,3.5037657293614264,2.0781780187949583,3.586325155021771,3.6587310182645867,3.7624554935193233,2.890265408070813,2.5207059139254073
2.7757917539155907,2.0339736570078015,3.0371558856958987,4.009007779875564,1.892341452816348,2.0203293442502233,1.9042530108919067,2.1732247682305195,2.9168596994437275,3.2647460284976018,4.711848389258089,2.9631074138796887,1.649986538158934,2.717174066649256,2.7830736462646026
2.2090100362835376,3.3717687821029383,3.3816478204188916,3.4829985204703138,3.0797756412637236,2.5399755918860576,3.0925811194914865,2.5255057552291698,3.4713513572093757,2.0851700535650677,2.9367536196568067,1.7701444402667041,2.6982249110607905,2.8432114234789787,2.950420036059745
2.4642237441041193,3.350651777319925,2.6796253420038805,3.465355261278751,3.1288165231407565,3.6726037981530815,3.0841527512847677,3.416867565864205,2.376295151371546,3.124550904675905,2.4548368770125935,2.3830900051395165,3.1996842277288944,2.696833162498524,3.401758118706854
3.124579115836146,4.040839398395345,2.8737822082541062,2.223400446706475,2.02510896277232,1.6811876528919496,2.6472642881987123,2.6437117516029454,2.7701153282508506,3.8920137074594,2.1511075490741765,3.6919338559391637,4.159211550612545,2.4303129532384586,4.036303628632634
3.029795740973652,2.8842081764940155,2.547181153808617,2.564940888241793,2.4851464177235663,2.805987137024308,3.1978435870869086,3.5934721065334987,2.8596625482318485,1.8002924144648063,2.4156660192662454,3.472279616616838,2.491356103187191,2.654284724542271,2.7749968111183
1.8558432688538755,2.36488639902843,3.2134857134194212,2.7208344074251603,3.157252055810047,2.5665752951988976,3.677668799412291,2.4657735116231394,4.277556884206479,3.422287980438717,4.0268581908214065,2.5929738607035313,3.7145865561277835,2.069597631793514,1.6060806430389767
3.3863955654193485,2.8846618452661215,3.3011711709125855,3.6337155511397548,2.4780076407418443,3.606396380500572,2.104681888082606,2.870895345951872,3.2532070518005387,2.5143890854865183,3.937170761962263,2.528587127728685,3.136599990135326,3.1100431121021734,2.483394123973109
4.399998202929464,3.744314192768718,2.4598856606840678,3.364237460791707,2.3338758930845174,3.5647550370502215,2.1404614148815795,2.10904668367395,3.509062841924156,2.569107062977304,3.698230691057857,3.3630043523748836,1.8440801245767942,3.5523478986592076,3.5759924649274533
3.1235036852218734,1.9947606343310538,3.5847697034165544,2.8725958224282624,2.4942890077780984,2.1244127283028202,2.562983122916286,2.0435727205467353,3.002668733967032,3.4535738914404313,2.017750061810019,3.0176098866478283,4.202458399836174,1.5463205315222517,3.192711361842934
2.860550736219408,2.8185377837587002,3.3460680161048337,3.440552274982207,3.3568782144918843,3.3250019641590853,3.3973774781854322,3.1158939070323597,3.7691226425375417,2.332382799073389,3.820259789600773,2.3307998516993678,2.961730463503403,3.032041096567677,3.9224785768259105
2.1469853225451674,2.6617058186969764,2.0543362233879217,3.3829113483060596,3.880992681519482,2.7322255120254018,2.933122410606567,2.3351365583534567,3.5978966381011674,2.6451434872190487,2.8346207284587486,3.145510413271645,2.3034752934085576,3.714725511768643,3.1820556914196394
2.874537523805876,4.230215298460862,2.3631882124508463,3.447944873970461,2.9676384701223286,3.543527013872489,2.504559407515331,3.0549755000054897,3.1231486274142686,2.0908792540459933,2.1111225493540804,3.019347049957804,4.632065892087004,2.9611637600398675,3.446236980468124
3.0412283193303704,3.983028033817501,2.712163953199195,2.092269053169874,3.247643294716537,3.2781424267665815,3.447682982438419,3.1680356953263735,2.038811636495242,1.878555348530936,2.292845884470278,3.0300241442674576,2.858924741222836,3.1413200549061133,2.4846758444152814
3.6083511903635834,2.5002766912377465,3.4064580698184646,3.7199507284456783,2.746213382436359,2.933292556657009,1.8355426116988443,2.60846568794639,2.632088975650639,2.0674757861147723,2.7366842257821573,2.632475085976398,3.1557353978497926,1.8991705274941093,3.4909565745046374
3.277011142402253,2.5140425985039,1.8084742646361922,3.0326320632883497,2.2428562951536684,2.1047475674031837,3.541554175743162,3.312908438718231,4.090511172917555,3.5475498870606765,2.5596110594011234,3.407891628532054,2.434130724619669,3.69912898423457,2.748571373748139
3.117923349224004,2.1955612228693218,3.0027036337034967,3.9544075588023557,2.7612100550806775,3.7271262400618035,3.543024767598118,3.8496139035194163,3.041287933385403,2.640402839318469,3.4909102099430296,2.6936548070970603,3.40149181906479,2.828960958101719,3.4780340666628438
2.213026966997396,2.7827824803345353,3.014136391338789,2.632747963148391,2.839480840087891,2.997971534993327,3.4862737379251105,3.490796287978187,2.927738796058866,3.2650708660749794,3.554368776831475,2.5057008104408856,3.5861644470513947,2.222715173777914,2.6777467236393133
2.62740570432927,3.2759511663259615,2.3582430473146045,3.5042505039440384,4.038672022484083,3.317756774070361,1.7594519392893604,3.2488779609549425,3.8774612888565043,2.615675844065282,2.7320709372127805,3.4811923030637386,3.2294561450683954,2.3582956352351063,3.103911932553315
2.5999600239636784,3.1946239608110094,3.110734003796587,3.5301318171957856,3.417541362140134,2.581948787324416,2.5552174995428225,1.8352902429299627,2.968401041041147,2.1592956798505853,3.933634080183353,3.416183679152247,2.0739585325488483,3.402289100829128,3.3584554389290666
2.100787446103239,3.207016597518718,3.273561797911509,4.523692308221399,2.649614777912519,3.231733129576728,3.1178424917255896,3.6916692039841887,3.573743385394319,3.756424517869228,3.1987697931734473,3.8018768204751394,2.3468697640807465,3.1340828528478544,4.23905735965412
2.2699277371407183,3.265877364230241,3.4517461323406566,2.174068337755939,3.4286110721864973,2.496411925865798,2.9367996587938596,3.2399873093833245,3.8409444559874286,3.3286109026878545,2.9721400219152647,3.153458682309576,3.860570226142707,2.6272915322072974,3.3736273764407994
3.523772013188235,2.701964505051115,2.8406462984039322,2.580894389045378,3.7655062042179983,3.422759490615363,4.143245906038449,3.5088318832134666,2.7838234480805695,4.233915611607928,2.2948230360090855,3.9423449121226772,4.791544964548594,3.6030868677798145,1.566607058492577
2.7224122979142713,2.773385804791954,2.707825600632428,3.5839562184346914,3.9328857394566583,3.185058016782519,2.59097298311552,2.402606957065647,2.498253286713726,2.9624821049383616,2.7131853693565615,3.84836734426933,1.9415554997234292,1.54357029338182,2.2537504583736325
2.459375148835275,2.0652348956638282,4.034185997940121,3.1853706529783343,3.256285009654183,3.7817563196588546,2.9718305230346913,3.7561794073177945,2.3684482704645413,2.9974907250746674,3.3550548655637584,2.323696047681778,2.2132979143791616,2.3874723111768175,2.830495386330283
3.4765131018952187,1.3449964495044884,2.7780167148546275,3.2627246169564534,3.5211125996738075,3.176847790683338,2.900546729792037,2.817236954650795,3.402210844435844,2.8241958563263028,3.0145665887752178,1.8497091120616942,3.654387360558904,1.6279335601008293,2.7372043399964063
3.0749203384930803,3.5454058840835336,4.057109112123384,2.9242017574472996,2.186031739040513,2.163433007002571,3.7646400039618815,2.6888710375399287,2.8678522207532957,2.9335471150079173,3.900677054704253,3.2485268434090933,3.7980972019619923,3.0660502192448815,3.0630057019799666
2.9727489611269244,3.262120436077199,3.8136398450413314,1.6125606482751615,3.232966323260997,2.9151441272071175,2.7781426353718666,3.2000177866851143,2.0850455254510503,3.0700515202419214,2.8585590897294364,3.715473183943398,2.801596537405937,3.7542286929824344,2.7258840870216243
3.799051522554186,3.3498935976085122,3.112275471539673,2.653972667833391,2.726067117639134,2.37100493536399,3.918112402852368,3.2239086288497947,2.6730992511345,2.851737516639224,3.566983207959864,3.2967749340225567,2.577838234765199,3.3528697471809306,2.8486540164000864
3.393855462020445,3.0008233881199073,3.804108233655731,3.3682557382165763,3.00079016316684,2.7084352896582597,3.552038058826761,3.404637167804246,3.7003556050087423,2.699078474732848,3.381061963230943,2.773112750137461,2.0563349141997005,2.855837746633366,3.04819508096783
3.354262275518873,2.739276357781053,3.217978283731218,2.6296391729393878,3.3970978282759425,4.290192285657625,3.38938405380268,1.5660528101667555,1.5797003686798001,3.4152944715601556,3.0754598961919943,3.1446424684718104,2.7479398865767015,2.5916714977942252,2.518436590503639
2.4887486298643315,1.8603454670682338,3.1185774027913866,2.6836436763145075,3.274117199541263,2.4418146700286387,4.732244833183601,3.416833292548593,2.8897432861324526,3.1120289400140284,2.5600434489985293,3.395598564945223,2.27410326925205,2.4257367131236998,4.772263004626575
1.7823607853979575,3.6255963035922987,2.489747355432016,3.4951438401085433,3.380949875068632,2.7603877362767753,3.22755962494467,2.6875826642947955,4.146119143375996,2.4149618679359874,2.8206046667589133,3.091836244491671,1.9460376561075978,3.5383399390252466,3.735563742597723
1.176144869797449,3.020075542502414,1.579169905380589,2.2788370573833663,2.9235902881863027,3.3411955958720054,3.833737916792792,2.22210658445945,3.054881761959995,2.6319532890071162,3.053820158239139,2.4693626586483868,2.403406815535009,2.6169501822543038,2.94523889197949
3.9782578885338626,3.415634000914222,2.873651876933342,3.0233792364485077,3.358725565550805,3.621008342454257,2.946105112304546,2.0354353229314226,1.4332622335451992,2.7730201222717348,2.3881726129550778,4.20868253555028,3.7517642592875817,2.832242388280161,4.088241826107543
3.3926791700917622,4.659595902608097,3.462388016229774,2.101255676835863,1.5603859955775898,2.061207234337656,1.2935417262177775,2.086651242469257,3.1906511802357023,3.7684077885070124,3.008033270727669,4.007708591421892,2.5804461896991833,3.580316407779928,3.5138722688918875
2.7154848425100173,3.7954745432022543,3.317680002196957,2.0097312376114647,2.8296956632621173,2.3109014503025085,3.3517716330463956,2.2099666710295023,3.447908664903495,3.193147401374435,3.449889819769743,2.655356978453819,2.648687150246406,2.8062279841373137,3.3221137666088563
2.4764032396469666,2.52897215119527,3.0615161690105626,3.754507889214,4.052268290215602,2.203584177466234,2.053230336972881,3.0707279339755975,3.0342679317569177,3.674490776472148,1.631618925686439,3.1603647310573546,2.4922141986002404,1.8332629704089507,1.1820578915028248
3.5191456493609206,2.7752317363882435,3.8343866800452213,2.4668791449947056,2.8375033044899802,3.007431025673094,3.7990047024563793,4.05504156428351,2.3617768221983617,2.708495820698582,2.115266742532204,2.932988691748515,2.787552857892204,2.052794919426975,1.7750355263044626
2.13074882920252,3.1385321785611495,2.722397599009258,3.261248416063908,2.9856798899288086,3.1212373730935115,2.916950697977801,2.511289472186842,2.6670935020033837,3.682118820664169,4.9851442316665455,3.179532788934714,2.334024754284895,1.919588345663907,2.7293364445677994
2.333221326558012,4.256574244964963,2.895706757450509,2.556093052121335,3.319714411460274,4.460139797344364,3.3795985720098933,2.9589334528384033,3.7853594175666547,3.266443559789751,2.0690841641632276,2.825583090702161,3.906542673946924,3.321797879038232,2.696875869492154
3.159492422731593,2.8282025158009407,4.07390793536576,3.4287480994426045,2.692891560046696,2.361705605249478,2.4729078214433864,2.5191706476811535,2.8813597303457965,2.941961268637593,2.496215716510693,3.802503025957021,2.3962986137391185,3.346853574058419,2.891758668122916
2.0191663040656262,4.1060936172141655,3.077771401940989,3.4695482608574504,3.044278236477546,2.257217888100375,2.419846792376351,2.184171890050226,2.9979806591819558,2.750266206786754,3.1121169314777424,2.5357411878536937,1.3956559093757919,3.0731719726893614,3.3644028834721142
3.3460149989959223,3.464157239148906,3.331969202048749,3.4174102955136516,3.0910777498092035,2.8198483695737138,3.2905372202672587,2.9870760156165286,3.0558022921713888,3.3985397532126793,3.3324863345450204,3.3193032764841544,3.030203415148612,4.3173560409233485,4.034845633393051
3.0699457474425484,2.6101268036164855,3.3884498569683488,1.9924221180603148,2.490460285977103,3.5573181278973367,2.997181292807776,2.4730497254030412,2.969995839165546,2.1786153700818476,2.492533692748478,3.090273726257674,3.624225888697889,3.599555197360748,3.0389848606257974
3.6596961055660713,3.119159702724774,2.689893400436997,4.253322664984253,2.6867468365420537,3.701210040388235,2.410963122830732,3.090126694376448,2.5372750324582745,3.2809070285244832,3.3520910538943767,2.8200706292215574,3.622248112817545,2.340279379436881,2.408215472594572
5.0,2.0486824871743696,3.477135136318048,3.5277316038657807,2.682545181100056,2.8100203281991893,3.009039650589498,1.0,3.2607532064577742,2.4134126811607817,1.4814586834086876,4.36229804697858,3.3197944262840804,2.5869765848968442,2.6903713591895486
2.4194604652833833,3.179374853314005,2.09978864048707,3.028401853414915,2.565210210533394,2.2338020454372662,3.594293357793732,3.056444878792692,2.825441797518346,3.268710205277632,2.478189762946789,3.367552688476273,3.0829085934287637,2.977704427314397,2.908463719099871
2.183378990080013,3.628518156728818,3.129881210712074,1.4093556901879223,1.7574875647943433,3.318467605695504,2.127316610157845,2.3887379287481845,2.731915632183216,2.3367262430614746,2.4359490176403704,1.0,3.754296048726498,2.4410941358366416,2.867979431852416
2.122697996520194,2.90708996565539,3.4101547681731024,3.073590730395458,3.8265298673429924,2.3268896965631525,2.522497225555918,2.680342792979047,3.5160826757600674,2.5776830868948126,2.696800051287039,2.7675401906809567,1.9871064330922739,3.4430592203778865,4.113109774977103
1.5567497905228778,2.642051967369241,3.149120687425908,2.468580697045377,2.766535021261152,3.3650536173355814,1.9353087048873399,3.161201846882963,3.5666522642412115,4.097109460241286,2.247921485483559,2.190241718455793,3.087686287290267,4.220699995709296,3.573299749892779
3.0384879687916557,2.6048196600403513,3.9651938197207404,3.060777150529231,2.759642930051723,1.9247870769157904,3.5352305745086823,3.1963888178934794,2.8382818403935133,4.86019419649425,2.7600412115599293,3.53273652530547,4.655878486300825,3.061804417593123,3.3192510338839214
3.6501073950755245,2.9788218358224343,3.3285524683332324,3.203959766018938,2.8196925628441596,2.8218006622297453,2.252729408872737,2.709355321529052,3.6126117006655933,2.962339906485052,2.047098511126674,3.151266653106931,3.2780424583394967,2.3536503838471887,3.8578502754949877
4.075973279129316,3.024193624396255,3.783420174797194,3.5579344793167524,3.397410941054202,3.504885605603741,1.2009256381990991,2.926744596285946,1.9320673795017775,2.1238101161492136,3.4738067750352846,2.6914886914384777,3.6373084476232265,4.483408482792334,2.6234751495074313
3.4869336968043267,3.2554520061451084,2.6715547822936023,2.2687076068438183,2.883824702718218,2.112217629272008,1.866910177621533,4.164643823690829,3.18499873088369,3.0554345760265744,3.0992791370727515,3.327385731085148,2.535884378450251,3.3185003118222385,2.5646303736929945
4.044285325443694,4.344222583838331,2.5588313576090758,3.481257348159362,3.6782436028125742,3.527565042798126,3.5322161719424257,3.004246758058751,3.0733399377696897,3.2279946206448416,2.8771701667040603,2.767212028834373,3.037415676307251,2.885834723849991,3.546092967898738
3.9972512906474056,2.714218524071156,2.5819468729295987,2.2717964680613036,4.196421653786474,3.7296230911751675,2.844899566340751,3.3282489070445447,4.165005149663882,4.204691349993644,3.3848261604842906,3.664171879061488,2.3906687383755765,3.2103415102370785,3.36416211542598
1.7198554620181736,2.271808017807328,2.370088798319496,3.2970683956073947,2.02758482151904,4.524050700859746,2.203076551146943,3.839661693276814,2.8714024899361683,3.521642056789517,2.7618888475375187,3.003857373751446,3.4738516339121053,2.5205664691293466,3.537689963196052
3.8035213825944023,2.4983858107491774,2.735445342870354,2.2475985787163273,1.913856178049436,4.8131537077812645,3.3080519732446434,2.1076588885224856,3.4978853950066937,4.211977128649618,3.0614210736866867,3.3902069823159087,3.499564415879961,1.92204794879004,1.9429340872340264
1.630155123958417,3.3611979622063055,2.9805718000516674,2.6096712310996084,2.5946047299553485,2.037652818510078,2.329593182589966,2.145352951575621,3.4529959944502706,2.5559358053623824,3.4436172924740367,4.549896937514095,3.729936195765653,2.1143858343662334,3.040304504104471
3.048443587540483,2.5453591063175462,2.77095129709807,3.9628372146238657,2.4845416389526638,2.815387249074645,3.149340097101982,3.3858287211326563,3.1368308712612065,2.947109933797981,2.9965888824880436,2.960895791276468,3.4909220962157934,3.8855181787994453,4.449455124316016
4.655337224169819,2.7787417503022414,3.544758127842293,2.286627290716924,2.6989879258748224,2.5082716805459935,3.1516394596510047,2.690809982766672,2.7826900202378138,2.601983543228946,3.112898946785402,2.6365703300313275,3.0583762582797465,2.9622582923791145,3.930570736362263
2.4888255683611455,1.7586879329570737,2.7693322277332,3.923390036976196,3.3715025541655135,3.1079522846559966,3.776821818720559,2.5032612901176856,2.557745114278389,1.7724091926107903,3.4667224083432955,2.288758165167436,3.2770206438564795,2.595479513707602,4.716876638794599
2.742070169700136,2.5111914724383357,3.3300644877295067,3.763083702576421,1.931500093007506,3.632884352725833,2.365331788786114,2.7141814966577975,3.2005386229075548,2.553059224908852,2.6554596501823644,2.955474484484382,3.3028439277785164,3.6302559278399675,4.083883327531258
3.4638848167523513,4.160866250795352,2.42423799472635,3.1434997210589515,2.2309221984447065,2.210411051532465,2.4830245119352337,2.077896018974098,4.405285779823213,2.9672910662173937,3.083646314029528,3.2672114703688275,3.586872835482194,2.3786184265370625,2.412908554946833
3.6488205924264867,2.360509183378542,3.764930164647092,3.5743791504606763,2.611193257859173,3.742829347145204,3.737742080619221,3.5347244403727434,2.1157977070156067,2.7075039374832883,2.381656667244071,2.6845479739207834,1.8772191542557457,4.00894185994982,4.347161705802129
2.3888426980208246,2.759145945882924,3.331886901784702,2.300072878524779,2.0091104601090533,2.6356780513250513,2.0540452664096733,2.5437647617378323,2.6246791507983662,2.6659077611769746,2.6774555205342443,2.9481641425893286,2.101997442520938,2.902912513624388,2.865616500524131
3.272210608684598,2.9566104894364367,2.422904813528139,3.819724188004969,3.25504764617834,3.3029954679947506,2.72895415234272,3.097671635074276,4.088035277361277,2.632532948554956,3.0831537842749954,4.0389688902248455,1.9300991607158193,2.0702317294775474,3.4151209703848004
3.5165467546279823,3.623815716041934,4.32480030238285,3.811980925496748,3.8762901406781616,2.7959745986943223,2.7026476433415207,2.4847225332283394,2.584060673326733,2.994657726414607,3.3151745094904754,3.5815628826445307,3.7581090948171063,3.1410913012206003,2.593553411051804
3.5133875238116468,1.9953382628519885,2.6442486349686196,2.996147554210471,2.262001848918712,2.9564544970297195,3.2933796737758136,3.488156918764821,2.6203249697581645,2.1374049145797325,3.517187391963815,3.0984405709763525,3.4022729601695025,3.0702568618833377,1.9194249895025814
3.0316157133302832,3.579818529813182,1.3634181548336808,2.0543234694611208,2.1733114106375027,3.8094988884237964,1.0216071802856725,1.2859984998224414,1.8900907583988316,2.8965851464921437,2.6445981743137557,3.066246022981867,2.785436301351313,1.9565323198652744,2.0492416439955425
2.58511914238348,2.1160731522997445,3.434225325029221,2.860060653077305,3.0100972338310994,3.72970737395448,3.5344163496656025,1.8586856001298675,3.5203761898391708,3.1567058389728397,2.4527673449561593,2.5382925808763024,3.115265182910774,3.1977964020083567,2.30832027332039
3.808404014346359,3.321567063550378,2.2288926567002543,3.419237235341056,2.3945726688999756,3.469878187351468,2.8819129733413917,4.2723844179440285,3.331645837772468,3.6300539335523574,3.6454680258544307,3.3874554128676917,2.384862209160806,2.2586801867362216,3.4448736525637216
2.2295455162729896,2.8723056688723383,1.566529752714115,2.759476754653946,2.2419209637352617,2.96493992757471,3.082782965030186,3.5810362551143573,2.616446972489459,1.7807474443562896,2.930380943751284,4.173311541640245,3.20608729643827,2.9848698891747185,2.9810184910363993
2.8328617550080426,3.5354195830014823,4.329318325430144,3.1949850545355645,3.782720730348239,2.313395036598056,1.9509547412218704,4.091212321589152,2.5753335389108876,2.377932298832014,2.7724255533698274,3.822554003972315,2.5237540570367836,2.9784088359281022,3.9355612597180842
4.357678973350064,2.6395420940851806,2.504608053262919,4.729802875562174,3.5465421640807127,2.3879110143363995,3.549667225052276,2.648537165086361,3.26012701177242,2.9806599417438258,2.4268929234448633,2.761892362932462,3.04127243597248,3.392081328945274,3.608871550966997
2.9421063773344387,3.720543369488655,2.7061025425369287,3.4393486370868502,1.6699497467235713,3.457335398235303,2.9496383917128655,2.300340227662079,3.7141704438459384,2.377682925521526,1.466897264977258,3.236267672780745,3.4784939988037635,2.6509714720335698,2.4875379693094133
4.287170215503096,3.3539244513898643,3.302469527443592,4.211175973201198,3.845077769520077,2.5283057206997293,2.5726281663121346,3.2840136493360936,2.6971162550530794,2.91393915352448,2.5211129534765,3.4814022526172246,2.7445059743830194,3.2358258029764606,3.85547677768509
2.8874078540233556,2.746497440011389,2.9917526532260017,4.053137713158115,3.104374980946281,3.1670593725862233,3.157488079626499,2.425832691421296,3.198234022477091,3.807337021787173,2.5086484627128645,2.179536525827284,3.4685057298523354,2.91130267211675,2.28232039546982
3.2531014716948183,2.7300769137543206,1.8467761853510751,3.1519822823997092,1.4672959938929142,4.4839647100401905,3.4339440870260765,2.775812968233257,3.737250936629339,3.907667691522793,2.8738755413111767,4.030303552011431,4.206251397548721,4.030981853725914,3.0302545909885885
3.140236793139824,2.596975735965123,2.750505168008798,3.2678926291981067,3.2666168813895933,2.1272460957074504,2.568172072439823,4.431035794331574,3.1665775913134357,3.0990147878923335,3.5041482733684988,1.6859669620665594,3.564447466488505,4.496799297641444,2.9920320200788493
